,date,0_4,5_12,13_17,18_49,50_64,65+
0,2022-08-06,0.0,0.0,0.0,0.0,0.0,0.0
1,2022-08-07,0.0,0.0,0.0,0.0,0.0,0.0
2,2022-08-08,0.0,0.0,0.0,0.0,0.0,0.0
3,2022-08-09,0.0,0.0,0.0,0.0,0.0,0.0
4,2022-08-10,0.0,0.0,0.0,0.0,0.0,0.0
5,2022-08-11,187.66056372100113,373.16537976032714,55.709672071628674,102.69845472045552,0.0,0.0
6,2022-08-12,375.32112744200225,746.3307595206543,111.41934414325735,205.39690944091103,0.0,0.0
7,2022-08-13,562.9816911630033,1119.4961392809814,167.129016214886,308.0953641613665,0.0,0.0
8,2022-08-14,750.6422548840045,1492.6615190413086,222.8386882865147,410.79381888182206,0.0,0.0
9,2022-08-15,938.3028186050057,1865.8268988016355,278.5483603581434,513.4922736022776,0.0,0.0
10,2022-08-16,1125.9633823260067,2238.992278561963,334.258032429772,616.190728322733,0.0,0.0
11,2022-08-17,1313.6239460470078,2612.15765832229,389.96770450140065,718.8891830431886,0.0,0.0
12,2022-08-18,1217.129288225144,2238.992278561963,334.25803242977196,665.5144117454972,8.188852375164304,0.0
13,2022-08-19,1120.6346304032797,1865.8268988016357,278.5483603581433,612.1396404478061,16.377704750328608,0.0
14,2022-08-20,1024.1399725814158,1492.6615190413083,222.8386882865147,558.7648691501146,24.566557125492913,0.0
15,2022-08-21,927.6453147595518,1119.4961392809814,167.12901621488598,505.39009785242314,32.755409500657215,0.0
16,2022-08-22,831.1506569376876,746.3307595206544,111.41934414325733,452.01532655473187,40.94426187582152,0.0
17,2022-08-23,734.6559991158238,373.165379760327,55.70967207162868,398.6405552570406,49.13311425098583,0.0
18,2022-08-24,638.1613412939596,0.0,0.0,345.26578395934905,57.32196662615013,0.0
19,2022-08-25,667.894303377492,60.36034906820056,19.288096084660786,474.13600315668657,200.07729620130877,109.46095587808496
20,2022-08-26,697.6272654610248,120.72069813640162,38.57619216932153,603.0062223540241,342.8326257764674,218.92191175616992
21,2022-08-27,727.3602275445571,181.08104720460216,57.864288253982316,731.8764415513614,485.587955351626,328.3828676342548
22,2022-08-28,757.0931896280896,241.44139627280325,77.15238433864306,860.7466607486988,628.3432849267847,437.84382351233984
23,2022-08-29,786.826151711622,301.80174534100377,96.44048042330385,989.6168799460363,771.0986145019432,547.3047793904248
24,2022-08-30,816.5591137951545,362.1620944092043,115.72857650796463,1118.4870991433738,913.8539440771019,656.7657352685096
25,2022-08-31,846.292075878687,422.5224434774054,135.01667259262538,1247.3573183407113,1056.6092736522608,766.2266911465945
26,2022-09-01,872.9986870995878,494.30529688872144,174.18895805752487,1358.9858228357862,1155.5862547114957,1008.1946308611571
27,2022-09-02,899.7052983204884,566.0881503000371,213.3612435224243,1470.614327330861,1254.563235770731,1250.1625705757197
28,2022-09-03,926.4119095413893,637.8710037113532,252.5335289873238,1582.2428318259367,1353.5402168299659,1492.130510290282
29,2022-09-04,953.1185207622899,709.6538571226693,291.7058144522233,1693.8713363210113,1452.5171978892008,1734.0984500048444
30,2022-09-05,979.8251319831909,781.4367105339853,330.8780999171228,1805.4998408160864,1551.4941789484353,1976.0663897194067
