,date,0_4,5_12,13_17,18_49,50_64,65+
0,2022-08-06,0.0,0.0,0.0,0.0,0.0,0.0
1,2022-08-07,0.0,0.0,0.0,0.0,0.0,0.0
2,2022-08-08,0.0,0.0,0.0,0.0,0.0,0.0
3,2022-08-09,0.0,0.0,0.0,0.0,0.0,0.0
4,2022-08-10,0.0,0.0,0.0,0.0,0.0,0.0
5,2022-08-11,11.459911367730696,207.26782636962562,136.44973261650856,1037.067617766466,667.1971190070741,522.7106195860067
6,2022-08-12,22.91982273546139,414.53565273925125,272.8994652330171,2074.135235532932,1334.3942380141482,1045.4212391720134
7,2022-08-13,34.379734103192085,621.8034791088768,409.34919784952564,3111.202853299398,2001.5913570212222,1568.1318587580201
8,2022-08-14,45.83964547092278,829.0713054785025,545.7989304660342,4148.270471065864,2668.7884760282964,2090.842478344027
9,2022-08-15,57.299556838653466,1036.339131848128,682.2486630825427,5185.338088832329,3335.98559503537,2613.553097930034
10,2022-08-16,68.75946820638417,1243.6069582177536,818.6983956990513,6222.405706598796,4003.1827140424443,3136.2637175160403
11,2022-08-17,80.21937957411487,1450.8747845873793,955.1481283155599,7259.473324365261,4670.379833049518,3658.9743371020472
12,2022-08-18,129.30482103919664,1243.6069582177538,818.6983956990514,6222.405706598795,4003.182714042444,3136.2637175160407
13,2022-08-19,178.39026250427844,1036.3391318481279,682.2486630825427,5185.338088832329,3335.98559503537,2613.553097930034
14,2022-08-20,227.47570396936018,829.0713054785025,545.7989304660342,4148.270471065863,2668.7884760282955,2090.842478344027
15,2022-08-21,276.561145434442,621.8034791088768,409.3491978495257,3111.2028532993972,2001.591357021222,1568.1318587580201
16,2022-08-22,325.64658689952375,414.53565273925113,272.89946523301705,2074.135235532932,1334.3942380141477,1045.4212391720132
17,2022-08-23,374.7320283646055,207.26782636962562,136.4497326165086,1037.067617766465,667.1971190070735,522.7106195860068
18,2022-08-24,423.81746982968735,0.0,0.0,0.0,0.0,0.0
19,2022-08-25,460.95827669466627,57.148051574627864,26.021388955196986,0.0,0.0,16.380630225835613
20,2022-08-26,498.0990835596452,114.29610314925573,52.04277791039397,0.0,0.0,32.76126045167162
21,2022-08-27,535.2398904246243,171.44415472388377,78.06416686559108,0.0,0.0,49.14189067750723
22,2022-08-28,572.3806972896031,228.59220629851166,104.08555582078806,0.0,0.0,65.52252090334285
23,2022-08-29,609.5215041545822,285.7402578731395,130.10694477598506,0.0,0.0,81.90315112917847
24,2022-08-30,646.6623110195611,342.88830944776737,156.12833373118204,0.0,0.0,98.28378135501445
25,2022-08-31,683.8031178845399,400.0363610223953,182.14972268637902,0.0,0.0,114.66441158085009
26,2022-09-01,716.6233308975227,464.49407906770057,210.3794621276849,83.87337479338422,94.42048918910216,334.8661280056779
27,2022-09-02,749.4435439105054,528.9517971130059,238.60920156899076,167.74674958676843,188.8409783782043,555.0678444305053
28,2022-09-03,782.263756923488,593.4095151583109,266.8389410102965,251.62012438015313,283.2614675673067,775.2695608553335
29,2022-09-04,815.0839699364707,657.8672332036161,295.0686804516021,335.4934991735373,377.68195675640885,995.4712772801613
30,2022-09-05,847.9041829494533,722.3249512489216,323.298419892908,419.36687396692156,472.102445945511,1215.6729937049893
